# resBlock1.relu2 (shape [25, 25, 32]),\
0.000,\
6.000,\
24.000,\
12.000,\
0.000,\
54.000,\
5.000,\
0.000,\
4.000,\
0.000,\
3.000,\
0.000,\
3.000,\
4.000,\
8.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
23.000,\
33.000,\
0.000,\
16.000,\
17.000,\
31.000,\
0.000,\
34.000,\
20.000,\
0.000,\
8.000,\
0.000,\
2.000,\
0.000,\
0.000,\
21.000,\
8.000,\
4.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
45.000,\
0.000,\
0.000,\
30.000,\
29.000,\
0.000,\
14.000,\
26.000,\
7.000,\
0.000,\
41.000,\
25.000,\
0.000,\
9.000,\
0.000,\
3.000,\
0.000,\
9.000,\
0.000,\
39.000,\
0.000,\
39.000,\
0.000,\
0.000,\
0.000,\
21.000,\
44.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
38.000,\
0.000,\
0.000,\
0.000,\
71.000,\
0.000,\
0.000,\
57.000,\
17.000,\
0.000,\
30.000,\
48.000,\
0.000,\
0.000,\
0.000,\
37.000,\
0.000,\
0.000,\
0.000,\
54.000,\
0.000,\
18.000,\
0.000,\
0.000,\
0.000,\
58.000,\
0.000,\
0.000,\
0.000,\
30.000,\
0.000,\
17.000,\
0.000,\
0.000,\
21.000,\
0.000,\
0.000,\
0.000,\
0.000,\
3.000,\
22.000,\
0.000,\
25.000,\
28.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
6.000,\
0.000,\
64.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
36.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
46.000,\
0.000,\
0.000,\
30.000,\
6.000,\
0.000,\
43.000,\
0.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
6.000,\
0.000,\
70.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
49.000,\
0.000,\
0.000,\
29.000,\
8.000,\
0.000,\
42.000,\
2.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
5.000,\
0.000,\
69.000,\
0.000,\
17.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
46.000,\
0.000,\
0.000,\
29.000,\
9.000,\
0.000,\
44.000,\
2.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
5.000,\
0.000,\
66.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
1.000,\
0.000,\
1.000,\
0.000,\
47.000,\
0.000,\
0.000,\
29.000,\
6.000,\
0.000,\
45.000,\
1.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
4.000,\
0.000,\
64.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
51.000,\
0.000,\
0.000,\
32.000,\
5.000,\
0.000,\
44.000,\
1.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
6.000,\
0.000,\
67.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
53.000,\
0.000,\
0.000,\
32.000,\
6.000,\
0.000,\
42.000,\
3.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
7.000,\
0.000,\
75.000,\
0.000,\
17.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
56.000,\
0.000,\
0.000,\
30.000,\
11.000,\
0.000,\
40.000,\
1.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
7.000,\
0.000,\
77.000,\
0.000,\
23.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
56.000,\
0.000,\
0.000,\
29.000,\
13.000,\
0.000,\
42.000,\
6.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
2.000,\
0.000,\
70.000,\
0.000,\
20.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
3.000,\
0.000,\
1.000,\
0.000,\
46.000,\
0.000,\
0.000,\
27.000,\
11.000,\
0.000,\
48.000,\
5.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
0.000,\
0.000,\
57.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
38.000,\
0.000,\
0.000,\
28.000,\
8.000,\
0.000,\
53.000,\
0.000,\
0.000,\
0.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
55.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
41.000,\
0.000,\
0.000,\
30.000,\
7.000,\
0.000,\
47.000,\
0.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
59.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
28.000,\
12.000,\
0.000,\
42.000,\
3.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
49.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
26.000,\
9.000,\
0.000,\
48.000,\
1.000,\
0.000,\
0.000,\
0.000,\
11.000,\
0.000,\
0.000,\
0.000,\
36.000,\
0.000,\
3.000,\
0.000,\
1.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
23.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
31.000,\
8.000,\
0.000,\
59.000,\
3.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
6.000,\
0.000,\
33.000,\
0.000,\
10.000,\
0.000,\
2.000,\
0.000,\
0.000,\
22.000,\
0.000,\
0.000,\
20.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
0.000,\
43.000,\
0.000,\
0.000,\
35.000,\
6.000,\
0.000,\
61.000,\
11.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
6.000,\
0.000,\
42.000,\
0.000,\
10.000,\
0.000,\
5.000,\
0.000,\
0.000,\
14.000,\
0.000,\
0.000,\
17.000,\
0.000,\
0.000,\
9.000,\
0.000,\
0.000,\
0.000,\
44.000,\
0.000,\
0.000,\
30.000,\
12.000,\
0.000,\
56.000,\
13.000,\
0.000,\
0.000,\
0.000,\
21.000,\
0.000,\
4.000,\
0.000,\
44.000,\
0.000,\
11.000,\
0.000,\
8.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
17.000,\
0.000,\
0.000,\
11.000,\
0.000,\
0.000,\
0.000,\
40.000,\
0.000,\
0.000,\
29.000,\
12.000,\
0.000,\
54.000,\
14.000,\
0.000,\
0.000,\
0.000,\
24.000,\
0.000,\
1.000,\
0.000,\
44.000,\
0.000,\
15.000,\
0.000,\
12.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
16.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
0.000,\
38.000,\
0.000,\
0.000,\
28.000,\
13.000,\
0.000,\
55.000,\
13.000,\
0.000,\
0.000,\
0.000,\
25.000,\
0.000,\
0.000,\
2.000,\
33.000,\
0.000,\
20.000,\
0.000,\
15.000,\
0.000,\
0.000,\
17.000,\
0.000,\
0.000,\
12.000,\
0.000,\
0.000,\
15.000,\
4.000,\
0.000,\
0.000,\
39.000,\
0.000,\
0.000,\
29.000,\
16.000,\
0.000,\
60.000,\
12.000,\
0.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
10.000,\
16.000,\
0.000,\
11.000,\
0.000,\
23.000,\
0.000,\
0.000,\
19.000,\
0.000,\
0.000,\
7.000,\
0.000,\
3.000,\
14.000,\
3.000,\
0.000,\
11.000,\
27.000,\
0.000,\
0.000,\
26.000,\
16.000,\
0.000,\
65.000,\
9.000,\
0.000,\
0.000,\
0.000,\
13.000,\
0.000,\
8.000,\
14.000,\
5.000,\
0.000,\
6.000,\
0.000,\
25.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
0.000,\
18.000,\
35.000,\
0.000,\
10.000,\
28.000,\
14.000,\
0.000,\
66.000,\
13.000,\
0.000,\
5.000,\
0.000,\
5.000,\
0.000,\
12.000,\
0.000,\
4.000,\
0.000,\
26.000,\
0.000,\
12.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
26.000,\
39.000,\
0.000,\
21.000,\
27.000,\
27.000,\
0.000,\
53.000,\
27.000,\
0.000,\
14.000,\
0.000,\
6.000,\
0.000,\
1.000,\
17.000,\
1.000,\
6.000,\
8.000,\
0.000,\
18.000,\
0.000,\
8.000,\
31.000,\
0.000,\
0.000,\
0.000,\
0.000,\
3.000,\
38.000,\
1.000,\
1.000,\
33.000,\
30.000,\
0.000,\
16.000,\
30.000,\
2.000,\
0.000,\
57.000,\
29.000,\
0.000,\
15.000,\
0.000,\
1.000,\
0.000,\
9.000,\
0.000,\
44.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
19.000,\
38.000,\
0.000,\
0.000,\
25.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
0.000,\
74.000,\
0.000,\
0.000,\
55.000,\
20.000,\
0.000,\
26.000,\
47.000,\
0.000,\
0.000,\
0.000,\
36.000,\
0.000,\
0.000,\
0.000,\
65.000,\
0.000,\
14.000,\
0.000,\
0.000,\
0.000,\
58.000,\
0.000,\
0.000,\
2.000,\
23.000,\
0.000,\
20.000,\
11.000,\
0.000,\
22.000,\
0.000,\
0.000,\
0.000,\
0.000,\
5.000,\
23.000,\
0.000,\
20.000,\
30.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
6.000,\
0.000,\
76.000,\
0.000,\
11.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
27.000,\
0.000,\
0.000,\
8.000,\
0.000,\
1.000,\
0.000,\
61.000,\
0.000,\
0.000,\
31.000,\
8.000,\
0.000,\
39.000,\
1.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
7.000,\
0.000,\
75.000,\
0.000,\
16.000,\
0.000,\
0.000,\
0.000,\
3.000,\
5.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
6.000,\
0.000,\
1.000,\
0.000,\
59.000,\
0.000,\
0.000,\
31.000,\
10.000,\
0.000,\
41.000,\
4.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
4.000,\
0.000,\
74.000,\
0.000,\
14.000,\
0.000,\
0.000,\
0.000,\
4.000,\
2.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
7.000,\
0.000,\
2.000,\
0.000,\
55.000,\
0.000,\
0.000,\
31.000,\
7.000,\
0.000,\
42.000,\
2.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
0.000,\
0.000,\
66.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
4.000,\
10.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
7.000,\
0.000,\
5.000,\
0.000,\
53.000,\
0.000,\
0.000,\
34.000,\
3.000,\
0.000,\
46.000,\
1.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
4.000,\
0.000,\
58.000,\
0.000,\
16.000,\
0.000,\
0.000,\
0.000,\
2.000,\
22.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
54.000,\
0.000,\
0.000,\
38.000,\
5.000,\
0.000,\
51.000,\
1.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
7.000,\
0.000,\
58.000,\
0.000,\
18.000,\
0.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
2.000,\
0.000,\
1.000,\
0.000,\
55.000,\
0.000,\
0.000,\
36.000,\
2.000,\
0.000,\
49.000,\
3.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
10.000,\
0.000,\
75.000,\
0.000,\
22.000,\
0.000,\
0.000,\
0.000,\
6.000,\
5.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
3.000,\
0.000,\
1.000,\
0.000,\
58.000,\
0.000,\
0.000,\
30.000,\
8.000,\
0.000,\
43.000,\
5.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
8.000,\
0.000,\
77.000,\
0.000,\
24.000,\
0.000,\
0.000,\
0.000,\
9.000,\
0.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
6.000,\
0.000,\
2.000,\
0.000,\
57.000,\
0.000,\
0.000,\
27.000,\
10.000,\
0.000,\
42.000,\
7.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
3.000,\
0.000,\
72.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
2.000,\
0.000,\
1.000,\
0.000,\
47.000,\
0.000,\
0.000,\
24.000,\
11.000,\
0.000,\
43.000,\
2.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
2.000,\
0.000,\
67.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
48.000,\
0.000,\
0.000,\
29.000,\
10.000,\
0.000,\
46.000,\
0.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
6.000,\
0.000,\
69.000,\
0.000,\
17.000,\
0.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
59.000,\
0.000,\
0.000,\
33.000,\
15.000,\
0.000,\
46.000,\
5.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
6.000,\
0.000,\
70.000,\
0.000,\
23.000,\
0.000,\
0.000,\
0.000,\
0.000,\
9.000,\
0.000,\
0.000,\
20.000,\
0.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
60.000,\
0.000,\
0.000,\
32.000,\
19.000,\
0.000,\
48.000,\
11.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
0.000,\
0.000,\
59.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
17.000,\
0.000,\
0.000,\
14.000,\
0.000,\
0.000,\
0.000,\
48.000,\
0.000,\
0.000,\
29.000,\
11.000,\
0.000,\
50.000,\
8.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
0.000,\
0.000,\
45.000,\
0.000,\
2.000,\
0.000,\
1.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
18.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
31.000,\
6.000,\
0.000,\
54.000,\
6.000,\
0.000,\
0.000,\
0.000,\
11.000,\
0.000,\
0.000,\
0.000,\
35.000,\
0.000,\
1.000,\
0.000,\
6.000,\
0.000,\
0.000,\
19.000,\
0.000,\
0.000,\
17.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
45.000,\
0.000,\
0.000,\
37.000,\
0.000,\
0.000,\
58.000,\
7.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
2.000,\
0.000,\
39.000,\
0.000,\
11.000,\
0.000,\
5.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
14.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
51.000,\
0.000,\
0.000,\
36.000,\
4.000,\
0.000,\
61.000,\
10.000,\
0.000,\
0.000,\
0.000,\
25.000,\
0.000,\
3.000,\
0.000,\
41.000,\
0.000,\
13.000,\
0.000,\
9.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
11.000,\
0.000,\
3.000,\
17.000,\
0.000,\
0.000,\
0.000,\
55.000,\
0.000,\
0.000,\
35.000,\
6.000,\
0.000,\
59.000,\
14.000,\
0.000,\
0.000,\
0.000,\
29.000,\
0.000,\
2.000,\
0.000,\
44.000,\
0.000,\
15.000,\
0.000,\
12.000,\
0.000,\
0.000,\
21.000,\
0.000,\
0.000,\
8.000,\
0.000,\
3.000,\
11.000,\
0.000,\
0.000,\
0.000,\
47.000,\
0.000,\
0.000,\
28.000,\
17.000,\
0.000,\
58.000,\
14.000,\
0.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
1.000,\
32.000,\
0.000,\
17.000,\
0.000,\
15.000,\
0.000,\
0.000,\
18.000,\
0.000,\
0.000,\
15.000,\
0.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
38.000,\
0.000,\
0.000,\
34.000,\
13.000,\
0.000,\
62.000,\
13.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
0.000,\
10.000,\
12.000,\
0.000,\
11.000,\
0.000,\
19.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
14.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
7.000,\
21.000,\
0.000,\
2.000,\
28.000,\
9.000,\
0.000,\
69.000,\
12.000,\
0.000,\
0.000,\
0.000,\
9.000,\
0.000,\
4.000,\
15.000,\
0.000,\
2.000,\
8.000,\
0.000,\
21.000,\
0.000,\
0.000,\
19.000,\
0.000,\
0.000,\
13.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
14.000,\
27.000,\
0.000,\
7.000,\
35.000,\
0.000,\
0.000,\
68.000,\
13.000,\
0.000,\
0.000,\
0.000,\
10.000,\
0.000,\
9.000,\
5.000,\
0.000,\
0.000,\
21.000,\
0.000,\
14.000,\
0.000,\
0.000,\
18.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
20.000,\
0.000,\
0.000,\
24.000,\
29.000,\
0.000,\
20.000,\
30.000,\
21.000,\
0.000,\
54.000,\
29.000,\
0.000,\
9.000,\
0.000,\
2.000,\
0.000,\
0.000,\
24.000,\
0.000,\
13.000,\
1.000,\
0.000,\
21.000,\
0.000,\
0.000,\
15.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
34.000,\
2.000,\
0.000,\
31.000,\
26.000,\
0.000,\
17.000,\
33.000,\
0.000,\
0.000,\
55.000,\
25.000,\
0.000,\
11.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
44.000,\
0.000,\
41.000,\
0.000,\
0.000,\
0.000,\
21.000,\
43.000,\
0.000,\
0.000,\
25.000,\
0.000,\
0.000,\
43.000,\
0.000,\
0.000,\
0.000,\
78.000,\
0.000,\
1.000,\
58.000,\
17.000,\
0.000,\
28.000,\
54.000,\
0.000,\
0.000,\
0.000,\
39.000,\
0.000,\
0.000,\
0.000,\
63.000,\
0.000,\
27.000,\
0.000,\
0.000,\
0.000,\
66.000,\
0.000,\
0.000,\
4.000,\
25.000,\
0.000,\
15.000,\
9.000,\
0.000,\
24.000,\
0.000,\
0.000,\
0.000,\
0.000,\
5.000,\
22.000,\
0.000,\
25.000,\
37.000,\
0.000,\
0.000,\
0.000,\
8.000,\
0.000,\
10.000,\
0.000,\
67.000,\
0.000,\
23.000,\
0.000,\
0.000,\
0.000,\
7.000,\
3.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
1.000,\
0.000,\
3.000,\
0.000,\
48.000,\
0.000,\
0.000,\
30.000,\
9.000,\
0.000,\
49.000,\
4.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
9.000,\
0.000,\
65.000,\
0.000,\
24.000,\
0.000,\
0.000,\
0.000,\
5.000,\
9.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
49.000,\
0.000,\
0.000,\
32.000,\
9.000,\
0.000,\
50.000,\
4.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
7.000,\
0.000,\
65.000,\
0.000,\
24.000,\
0.000,\
0.000,\
0.000,\
7.000,\
5.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
48.000,\
0.000,\
0.000,\
31.000,\
7.000,\
0.000,\
48.000,\
4.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
2.000,\
0.000,\
53.000,\
0.000,\
17.000,\
0.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
0.000,\
38.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
34.000,\
0.000,\
0.000,\
29.000,\
4.000,\
0.000,\
51.000,\
0.000,\
0.000,\
0.000,\
0.000,\
7.000,\
0.000,\
5.000,\
0.000,\
46.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
40.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
33.000,\
0.000,\
0.000,\
33.000,\
5.000,\
0.000,\
54.000,\
0.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
8.000,\
0.000,\
55.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
37.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
48.000,\
0.000,\
0.000,\
36.000,\
1.000,\
0.000,\
48.000,\
0.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
9.000,\
0.000,\
71.000,\
0.000,\
22.000,\
0.000,\
0.000,\
0.000,\
4.000,\
7.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
54.000,\
0.000,\
0.000,\
31.000,\
7.000,\
0.000,\
45.000,\
5.000,\
0.000,\
0.000,\
0.000,\
21.000,\
0.000,\
6.000,\
0.000,\
74.000,\
0.000,\
22.000,\
0.000,\
0.000,\
0.000,\
7.000,\
8.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
4.000,\
0.000,\
2.000,\
0.000,\
55.000,\
0.000,\
0.000,\
29.000,\
9.000,\
0.000,\
45.000,\
5.000,\
0.000,\
0.000,\
0.000,\
23.000,\
0.000,\
5.000,\
0.000,\
73.000,\
0.000,\
21.000,\
0.000,\
0.000,\
0.000,\
3.000,\
2.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
4.000,\
0.000,\
1.000,\
0.000,\
52.000,\
0.000,\
0.000,\
29.000,\
10.000,\
0.000,\
45.000,\
3.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
5.000,\
0.000,\
69.000,\
0.000,\
20.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
3.000,\
0.000,\
1.000,\
0.000,\
49.000,\
0.000,\
0.000,\
29.000,\
9.000,\
0.000,\
46.000,\
3.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
8.000,\
0.000,\
63.000,\
0.000,\
26.000,\
0.000,\
0.000,\
0.000,\
3.000,\
1.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
48.000,\
0.000,\
0.000,\
31.000,\
13.000,\
0.000,\
51.000,\
5.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
8.000,\
0.000,\
56.000,\
0.000,\
33.000,\
0.000,\
0.000,\
0.000,\
5.000,\
8.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
46.000,\
0.000,\
0.000,\
34.000,\
9.000,\
0.000,\
56.000,\
9.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
2.000,\
0.000,\
49.000,\
0.000,\
25.000,\
0.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
2.000,\
0.000,\
1.000,\
0.000,\
41.000,\
0.000,\
0.000,\
29.000,\
8.000,\
0.000,\
58.000,\
6.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
3.000,\
0.000,\
38.000,\
0.000,\
18.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
32.000,\
10.000,\
0.000,\
60.000,\
4.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
1.000,\
0.000,\
34.000,\
0.000,\
5.000,\
0.000,\
2.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
25.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
33.000,\
3.000,\
0.000,\
59.000,\
5.000,\
0.000,\
0.000,\
0.000,\
11.000,\
0.000,\
3.000,\
0.000,\
35.000,\
0.000,\
12.000,\
0.000,\
3.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
34.000,\
6.000,\
0.000,\
61.000,\
6.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
3.000,\
0.000,\
30.000,\
0.000,\
19.000,\
0.000,\
5.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
25.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
33.000,\
12.000,\
0.000,\
65.000,\
9.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
2.000,\
0.000,\
32.000,\
0.000,\
24.000,\
0.000,\
6.000,\
0.000,\
0.000,\
12.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
32.000,\
16.000,\
0.000,\
66.000,\
10.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
29.000,\
0.000,\
12.000,\
0.000,\
12.000,\
0.000,\
0.000,\
11.000,\
0.000,\
0.000,\
20.000,\
